"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://alexdenne.github.io/fofd/images/wildlife/GardenBirds.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","55527","55527","55527","21.271","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.133","Wed, 10 Dec 2025 12:47:50 GMT","","","","","1.1","","","","","","https://alexdenne.github.io/fofd/images/wildlife/GardenBirds.jpg","2025-12-10 13:05:03"
"https://alexdenne.github.io/fofd/images/wildlife/WallPepper.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","56765","56765","56765","21.746","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.119","Wed, 10 Dec 2025 12:47:50 GMT","","","","","1.1","","","","","","https://alexdenne.github.io/fofd/images/wildlife/WallPepper.jpg","2025-12-10 13:05:03"
"https://alexdenne.github.io/fofd/images/wildlife/RedFox.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","54276","54276","54276","20.792","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.126","Wed, 10 Dec 2025 12:47:50 GMT","","","","","1.1","","","","","","https://alexdenne.github.io/fofd/images/wildlife/RedFox.jpg","2025-12-10 13:05:03"
"https://alexdenne.github.io/fofd/images/orchid-pyramidal.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","59824","59824","59824","22.917","","0","","","","","0.000","3","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.129","Wed, 10 Dec 2025 12:47:50 GMT","","","","","1.1","","","","","","https://alexdenne.github.io/fofd/images/orchid-pyramidal.jpg","2025-12-10 13:05:03"
"https://alexdenne.github.io/fofd/images/trail-map.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","487350","487350","487350","186.695","","0","","","","","0.000","3","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.155","Wed, 10 Dec 2025 12:47:49 GMT","","","","","1.1","","","","","","https://alexdenne.github.io/fofd/images/trail-map.jpg","2025-12-10 13:05:03"
"https://alexdenne.github.io/fofd/images/moth-burnet.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","27471","27471","27471","10.524","","0","","","","","0.000","3","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.123","Wed, 10 Dec 2025 12:47:50 GMT","","","","","1.1","","","","","","https://alexdenne.github.io/fofd/images/moth-burnet.jpg","2025-12-10 13:05:03"
"https://alexdenne.github.io/fofd/images/butterfly-common-blue.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","68446","68446","68446","26.220","","0","","","","","0.000","3","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.128","Wed, 10 Dec 2025 12:47:50 GMT","","","","","1.1","","","","","","https://alexdenne.github.io/fofd/images/butterfly-common-blue.jpg","2025-12-10 13:05:03"
"https://alexdenne.github.io/fofd/images/wildflower-harebell.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","46898","46898","46898","17.966","","0","","","","","0.000","3","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.146","Wed, 10 Dec 2025 12:47:49 GMT","","","","","1.1","","","","","","https://alexdenne.github.io/fofd/images/wildflower-harebell.jpg","2025-12-10 13:05:04"
"https://alexdenne.github.io/fofd/images/dormouse.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","35124","35124","35124","13.455","","0","","","","","0.000","3","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.154","Wed, 10 Dec 2025 12:47:49 GMT","","","","","1.1","","","","","","https://alexdenne.github.io/fofd/images/dormouse.jpg","2025-12-10 13:05:04"
"https://alexdenne.github.io/fofd/images/bird-buzzard.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","53202","53202","53202","20.381","","0","","","","","0.000","3","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.123","Wed, 10 Dec 2025 12:47:49 GMT","","","","","1.1","","","","","","https://alexdenne.github.io/fofd/images/bird-buzzard.jpg","2025-12-10 13:05:04"
"https://alexdenne.github.io/fofd/%5BSTRIPE_LINK_PATRON%5D","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1848","1848","1848","0.708","","0","","","","","0.000","3","1","","1","1","0","10.000","0","0","0","0","0","0","","","","","","0.129","","","","","","1.1","","","","","","https://alexdenne.github.io/fofd/%5BSTRIPE_LINK_PATRON%5D","2025-12-10 13:05:04"
"https://alexdenne.github.io/fofd/%5BSTRIPE_LINK_CONCESSION%5D","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1848","1848","1848","0.708","","0","","","","","0.000","3","1","","1","1","0","10.000","0","0","0","0","0","0","","","","","","0.134","","","","","","1.1","","","","","","https://alexdenne.github.io/fofd/%5BSTRIPE_LINK_CONCESSION%5D","2025-12-10 13:05:04"
"https://alexdenne.github.io/fofd/%5BSTRIPE_LINK_FRIEND%5D","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1848","1848","1848","0.708","","0","","","","","0.000","3","1","","1","1","0","10.000","0","0","0","0","0","0","","","","","","0.124","","","","","","1.1","","","","","","https://alexdenne.github.io/fofd/%5BSTRIPE_LINK_FRIEND%5D","2025-12-10 13:05:04"
"https://alexdenne.github.io/fofd/agm.html","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","AGM Archive 2014-2024 | Friends of Farthing Downs","49","463","AGM archive 2014-2024. Expert speakers on Green Belt protection, biodiversity net gain, climate change, and conservation. Annual reports from Friends of Farthing Downs.","168","1056","AGM Friends of Farthing Downs, annual general meeting, conservation talks, biodiversity net gain, Green Belt policy, grey belt designation, climate change Surrey, tree symposium","177","AGM Archive","11","Our Annual Meetings","19","Join us for our next AGM","24","","","","https://farthingdowns.org.uk/agm.html","","","","","","28819","5779","5779","2.214","","1071","184","5.821","45.946","Hard","28.267","3","1","","5","3","0","30.000","23","9","0","4","3","0","","","","","a8da7376e1126788e7c9007ab6a04a07","0.229","Wed, 10 Dec 2025 12:47:50 GMT","","","","en","1.1","","","","","","https://alexdenne.github.io/fofd/agm.html","2025-12-10 13:05:04"
"https://alexdenne.github.io/fofd/%5BSTRIPE_LINK_SUPPORTER%5D","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1848","1848","1848","0.708","","0","","","","","0.000","3","1","","1","1","0","10.000","0","0","0","0","0","0","","","","","","0.129","","","","","","1.1","","","","","","https://alexdenne.github.io/fofd/%5BSTRIPE_LINK_SUPPORTER%5D","2025-12-10 13:05:04"
